Dispensary Name,Address,City,State,Zip Code,Phone,Type
Have a Heart - Belltown,115 Blanchard St,Seattle,WA,98121,,Recreational
Have a Heart - Greenwood,300 NW 85th Street Ste A,Seattle,WA,98117,,Recreational
Have a Heart - Ocean Shores,668 Ocean Shores Blvd NW,Ocean Shores,WA,98569,,Recreational
Have a Heart - Skyway,12833 Martin Luther King Jr Way S,Seattle,WA,98178,,Recreational
Dockside Cannabis - Ballard,4601 Leary Way NW,Seattle,WA,98107,,Recreational
Dockside Cannabis - SODO,1728 4th Ave S,Seattle,WA,98134,,Recreational
Dockside Cannabis - Green Lake,8401 Aurora Ave N Suite F,Seattle,WA,98103,,Recreational
Dockside Cannabis - Shoreline,15001 Aurora Ave N,Shoreline,WA,98133,,Recreational
Uncle Ike's - Central District,2310 E Union St,Seattle,WA,98122,,Medical & Recreational
Uncle Ike's - Olive Way,501 15th Ave E,Seattle,WA,98112,,Recreational
Uncle Ike's - Capitol Hill,501 15th Ave E,Seattle,WA,98112,,Recreational
Uncle Ike's - Lake City,11306 Lake City Way NE,Seattle,WA,98125,,Recreational
Uncle Ike's - White Center,9808 16th Ave SW,Seattle,WA,98106,,Medical & Recreational
Clutch Cannabis,11537 Rainier Ave South,Seattle,WA,98178,,Recreational
Hi-Top Cannabis,224 Westlake Ave N,Seattle,WA,98109,,Recreational
The Bakerée - Wall St,2318 1st Ave,Seattle,WA,98121,,Recreational
American Mary Dispensary,2721 1st Ave,Seattle,WA,98121,,Recreational
The Reef Cannabis Dispensary,1104 Pike St,Seattle,WA,98101,,Recreational
The Green Door Seattle,8919 Aurora Ave N,Seattle,WA,98103,,Recreational
Lux Pot Shop Belltown,2226 1st Ave,Seattle,WA,98121,,Recreational
Cannazone Seattle Cannabis Dispensary,8515 Greenwood Ave N,Seattle,WA,98103,,Recreational
Kemp's Cannabis,325 5th Ave S,Seattle,WA,98104,,Recreational
Ruckus - Recreational Marijuana 21+,4226 Rainier Ave S,Seattle,WA,98118,,Recreational
A Greener Today - South Seattle,7100 Martin Luther King Jr Way S,Seattle,WA,98118,,Recreational
Hashtag Cannabis - Seattle,224 Nickerson St,Seattle,WA,98109,(206) 946-8157,Recreational
Hashtag Cannabis - Redmond,7829 Leary Way NE,Redmond,WA,98052,(425) 256-3148,Recreational
Hashtag Cannabis - Everett,10 SE Everett Mall Way Suite C,Everett,WA,98208,(360) 822-9669,Recreational
Origins Cannabis - West Seattle,4800 40th Ave SW,Seattle,WA,98116,(206) 922-3954,Recreational
Origins Cannabis - Redmond,16390 Cleveland St,Redmond,WA,98052,(425) 298-0170,Recreational
Cannabis City,421 S Lander St,Seattle,WA,98134,,Recreational
Pot Shop Seattle,1628 Dexter Ave N,Seattle,WA,98109,,Recreational
Seattle Cannabis Co,7266 Rainier Ave S,Seattle,WA,98118,,Recreational
OZ. Cannabis,3820 Stone Way N,Seattle,WA,98103,,Recreational
The Bakeréé - Georgetown,5912 Airport Way S,Seattle,WA,98108,,Medical & Recreational
Canna West Seattle,6015 California Ave SW,Seattle,WA,98136,,Recreational
The Reef Georgetown,6420 Corson Ave S,Seattle,WA,98108,,Recreational
North Bay Marijuana,8028 15th Ave NW,Seattle,WA,98117,,Medical & Recreational
Greenway Marijuana,6504 California Ave SW,Seattle,WA,98136,,Recreational
Pot Zone,9549 Delridge Way SW,Seattle,WA,98106,,Recreational
Herban Market,8026 15th Ave NW,Seattle,WA,98117,,Medical & Recreational
Higher Leaf - Kirkland,12525 Willows Rd NE Suite 10,Kirkland,WA,98034,(425) 820-5967,Recreational
Higher Leaf - Eastgate,3079 156th Ave SE,Bellevue,WA,98006,(425) 747-5967,Recreational
Higher Leaf - Factoria,12827 SE 40th Place,Bellevue,WA,98006,(425) 502-7033,Recreational
Higher Leaf - BelRed,1940 124th Ave NE,Bellevue,WA,98005,(425) 455-0965,Recreational
Higher Leaf - Redmond Downtown,15937 Redmond Way,Redmond,WA,98052,(425) 556-8654,Recreational
Higher Leaf - Redmond Avondale,8210 Avondale Way NE,Redmond,WA,98052,(425) 242-0438,Recreational
Novel Tree - Bellevue,1817 130th Ave NE Suite B,Bellevue,WA,98005,(425) 867-2700,Recreational
Novel Tree - Bremerton,3720 Kitsap Way Suite AA,Bremerton,WA,98312,(360) 616-2014,Recreational
Evergreen Market - Bellevue,638 116th Ave NE,Bellevue,WA,98004,,Recreational
Evergreen Market - North Renton,409 Rainier Ave N,Renton,WA,98057,,Recreational
Evergreen Market - South Renton,4242 E Valley Rd,Renton,WA,98057,,Recreational
Evergreen Market - Renton Highlands,4040 NE Sunset Blvd,Renton,WA,98056,,Recreational
Evergreen Market - Auburn,620 4th St NE,Auburn,WA,98002,,Recreational
Evergreen Market - Kirkland,11438 NE 124th St,Kirkland,WA,98034,,Recreational
Kush21 - Burien,136 SW 148th St,Burien,WA,98166,,Recreational
Kush21 - SeaTac,3020 S 176th St,SeaTac,WA,98188,,Recreational
The Joint - Burien,14004 1st Ave S,Burien,WA,98168,,Recreational
The Joint - Everett,9506 19th Ave SE,Everett,WA,98208,,Recreational
The Joint - Seattle,4511 University Way NE,Seattle,WA,98105,,Recreational
The Joint - Tacoma,6602 6th Ave,Tacoma,WA,98406,,Recreational
Zips Cannabis - SODO,2215 4th Ave S,Seattle,WA,98134,,Recreational
Zips Cannabis - Tacoma 72nd,317 S 72nd St,Tacoma,WA,98408,,Recreational
Zips Cannabis - Tacoma 38th,3213 S 38th St,Tacoma,WA,98409,,Recreational
Zips Cannabis - Tacoma 6th,5924 6th Ave,Tacoma,WA,98406,,Recreational
Zips Cannabis - Tacoma Downtown,2611 Pacific Ave,Tacoma,WA,98402,,Recreational
Zips Cannabis - Everett,11311 Evergreen Way,Everett,WA,98204,,Recreational
Zips Cannabis - Tacoma 106th,10707 Pacific Ave S,Tacoma,WA,98444,,Recreational
Zips Cannabis - Parkland,10310 Sunrise Blvd,Parkland,WA,98444,,Recreational
Green Lady - Olympia Eastside,3044 Pacific Ave SE,Olympia,WA,98501,,Recreational
Green Lady - Olympia Westside,2405 Harrison Ave NW Ste 102,Olympia,WA,98502,,Recreational
Green Lady - Lacey,4820 Yelm Hwy SE,Lacey,WA,98503,,Recreational
Green Lady - Lynnwood,16828 Hwy 99,Lynnwood,WA,98037,,Recreational
Main Street Marijuana - Downtown Vancouver,2314 Main St,Vancouver,WA,98660,(360) 828-7737,Recreational
Main Street Marijuana - East Vancouver,16219 SE 12th St Suite 104,Vancouver,WA,98683,(360) 984-3881,Recreational
The Herbery - BLVD on St Johns,2815 St. Johns Blvd,Vancouver,WA,98661,(360) 433-9753,Recreational
The Herbery - Chkalov,13215 NE Highway 99 Suite C,Vancouver,WA,98686,,Recreational
The Herbery - NE 78th St,7809 NE 4th Plain Blvd,Vancouver,WA,98662,,Recreational
The Herbery - Fourth Plain,3214 NE 4th Plain Blvd,Vancouver,WA,98661,,Recreational
High End Cannabis,3700 Main St,Vancouver,WA,98663,,Recreational
Pot Zone Vancouver,1901 Main St Suite 120,Vancouver,WA,98660,,Recreational
Craft Cannabis - Mill Plain,6515 E Mill Plain Blvd,Vancouver,WA,98661,(503) 341-7097,Recreational
Craft Cannabis - Andresen,8101 NE Andresen Rd,Vancouver,WA,98665,,Recreational
Sticky's Pot Shop,600 SE Chkalov Dr Suite 14,Vancouver,WA,98683,,Recreational
High 5 Cannabis,8013 E Mill Plain Blvd,Vancouver,WA,98664,,Recreational
GreenHead Cannabis,609 SE Chkalov Dr,Vancouver,WA,98683,,Recreational
Northwest Cannabis Connection,3403 South 56th St,Tacoma,WA,98409,,Medical & Recreational
Mary Mart - Recreational,5602 6th Ave,Tacoma,WA,98406,,Recreational
Natural Care,4711 S Pine St,Tacoma,WA,98409,,Recreational
House of Cannabis - Tacoma,5225 Tacoma Mall Blvd,Tacoma,WA,98409,,Medical & Recreational
LUCID - Puyallup,7924 River Rd E,Puyallup,WA,98371,(253) 604-7156,Recreational
LUCID - Auburn,3310 Auburn Way N,Auburn,WA,98003,(253) 249-7730,Recreational
LUCID - Olympia,1620 Cooper Point Rd SW,Olympia,WA,98502,,Recreational
The Stash Box,1214 S 72nd St,Tacoma,WA,98408,,Recreational
Kaleafa Cannabis Company - Des Moines,22602 Marine View Dr S,Des Moines,WA,98198,,Recreational
Natural Blessing Cannabis,16015 Pacific Ave S,Spanaway,WA,98387,,Recreational
Sweet Jane - Gig Harbor,3116 Harborview Dr,Gig Harbor,WA,98335,,Recreational
28 Grahams Cannabis,18615 Meridian E,Puyallup,WA,98375,,Recreational
Marley 420 Recreational Covington,17150 SE 272nd St,Covington,WA,98042,,Recreational
Galaxy21,15603 Pacific Ave S,Spanaway,WA,98387,,Recreational
A Greener Today - Burien,14416 Ambaum Blvd SW,Burien,WA,98166,,Medical & Recreational
Bud Hut Maple Valley,22115 SE 231st Way,Maple Valley,WA,98038,,Recreational
The Gallery - Puyallup,11821 Canyon Rd E,Puyallup,WA,98373,(253) 604-4360,Recreational
The Gallery - Tacoma,5225 S Tacoma Way,Tacoma,WA,98409,,Recreational
The Gallery - Spanaway,15502 Pacific Ave S,Spanaway,WA,98387,,Recreational
The Gallery - Gig Harbor,3116 Harborview Dr,Gig Harbor,WA,98335,,Recreational
Clear Choice Cannabis - Tacoma,8001 S Hosmer St,Tacoma,WA,98408,,Recreational
Clear Choice Cannabis - Bremerton,1345 Charleston Beach Rd W,Bremerton,WA,98312,,Recreational
Clear Choice Cannabis - Tacoma 72nd,317 S 72nd St,Tacoma,WA,98408,,Recreational
Commencement Bay Cannabis - Red,1453 E 30th St,Tacoma,WA,98404,(253) 212-1726,Recreational
Commencement Bay Cannabis - Green,3509 72nd St E,Tacoma,WA,98443,(253) 503-6824,Recreational
Commencement Bay Cannabis - Black,218 Norpoint Way NE,Tacoma,WA,98422,(253) 944-1201,Recreational
Commencement Bay Cannabis - Yellow,5402 Pacific Hwy E,Fife,WA,98424,(253) 517-7265,Recreational
Cannabis & Glass - North Spokane,605 E Francis Ave,Spokane,WA,99208,(509) 710-7118,Recreational
Cannabis & Glass - Spokane Valley,9403 E Trent Ave,Spokane Valley,WA,99206,(509) 710-7118,Recreational
Cannabis & Glass - Liberty Lake,25101 E Appleway Ave,Liberty Lake,WA,99019,(509) 710-7118,Recreational
420 Friendly,2002 N Division St,Spokane,WA,99207,,Medical & Recreational
Lucky Leaf Co. Spokane,1111 W 1st Ave Ste A,Spokane,WA,99201,(509) 474-9616,Recreational
Cinder - Downtown Spokane,927 W 2nd Ave,Spokane,WA,99201,,Recreational
Cinder - Spokane Valley,1421 N Mullan Rd B,Spokane Valley,WA,99206,(509) 241-3726,Recreational
Cinder - North Spokane,6010 N Division St,Spokane,WA,99208,(509) 241-3091,Recreational
Greenhand Inc,1324 N Ruby St,Spokane,WA,99202,,Recreational
Mary Jane's - Spokane,202 W 2nd Ave,Spokane,WA,99201,,Recreational
Smokane,2520 N Division St,Spokane,WA,99207,,Recreational
The Green Nugget - Spokane,7115 N Division St,Spokane,WA,99208,,Recreational
The Top Shelf,8404 N Division St,Spokane,WA,99208,,Recreational
TreeHouse Club,2909 E 29th Ave,Spokane,WA,99223,,Recreational
Primo Cannabis,1919 N Monroe St,Spokane,WA,99205,,Recreational
Savage THC,8923 E Trent Ave,Spokane Valley,WA,99206,,Recreational
Natural Green Cannabis,4220 S Cheney Spokane Rd,Spokane,WA,99224,,Recreational
Sapphire Cannabis,2214 N Division St,Spokane,WA,99207,,Recreational
Access Canibus LLC,10024 E Sprague Ave,Spokane Valley,WA,99206,,Recreational
Pend Oreille Cannabis Company,320 S Oak St,Newport,WA,99156,,Recreational
Blowin Smoke,122 W Crawford St,Deer Park,WA,99006,,Recreational
I-90 Green House,1301 N Barker Rd,Spokane Valley,WA,99016,,Recreational
Magic Tree Collective,5020 E Sprague Ave,Spokane Valley,WA,99212,,Recreational
POM Cannabis,100 E Maple St,Bellingham,WA,98225,,Recreational
Smoking Crow,4712 Guide Meridian,Bellingham,WA,98226,,Recreational
Evolve Washington,4712 Pacific Hwy,Bellingham,WA,98226,,Recreational
Cascade Herb Company - Bellingham,1515 Iowa St,Bellingham,WA,98229,,Recreational
Cascade Herb Company - Ferndale,5726 Barrett Ave,Ferndale,WA,98248,,Recreational
Trove Cannabis,2200 Rimland Dr Suite 109,Bellingham,WA,98226,,Recreational
Green Leaf Marijuana - Bellingham,1303 Cornwall Ave,Bellingham,WA,98225,,Recreational
Cannazone Bellingham,5655 Guide Meridian,Bellingham,WA,98226,,Recreational
Jet Cannabis,1714 Broadway,Everett,WA,98201,,Recreational
Floyd's Cannabis - Everett,1825 Broadway,Everett,WA,98201,,Recreational
KushMart,12918 Mukilteo Speedway,Lynnwood,WA,98087,,Recreational
Buds Garage,9503 19th Ave SE,Everett,WA,98208,,Recreational
High Society,2804 Wetmore Ave,Everett,WA,98201,,Recreational
Cascade Kropz,7809 Evergreen Way,Everett,WA,98203,,Recreational
Better Hashtag Cannabis - Everett,10 SE Everett Mall Way,Everett,WA,98208,,Recreational
Whidbey Island Cannabis,5565 Vanderberg Rd,Freeland,WA,98249,,Recreational
Pleasantrees,10631 19th Ave SE Suite B,Everett,WA,98208,,Recreational
Kushman's Everett Cannabis Dispensary,10631 19th Ave SE,Everett,WA,98208,,Recreational
Greenfoot Cannabis,1701 Harrison Ave NW,Olympia,WA,98502,,Recreational
Olympia Weed Company,2007 4th Ave E,Olympia,WA,98506,,Recreational
Star Buds - Kirkland,11516 124th Ave NE,Kirkland,WA,98033,,Recreational
Issaquah Cannabis Company,22833 SE 56th St,Issaquah,WA,98029,,Recreational
Kush Cannabis Dispensary,1817 130th Ave NE,Bellevue,WA,98005,,Recreational
Shawn Kemp's Cannabis,325 5th Ave S,Seattle,WA,98104,,Recreational
Fweedom Cannabis,8515 Greenwood Ave N,Seattle,WA,98103,,Recreational
Ganja Goddess,8000 15th Ave NW,Seattle,WA,98117,,Recreational
Lux Pot Shop Fremont,3420 Stone Way N,Seattle,WA,98103,,Recreational
White Rabbit,501 Queen Anne Ave N,Seattle,WA,98109,,Recreational
Ocean Greens,2722 Alaskan Way,Seattle,WA,98121,,Recreational
Green Fire,2803 Alaskan Way,Seattle,WA,98121,,Recreational
Herb's House,423 Broadway E,Seattle,WA,98102,,Recreational
Diego Pellicer,2215 4th Ave,Seattle,WA,98121,,Recreational
Greenside Recreational - Renton,4242 E Valley Rd,Renton,WA,98057,,Recreational
Dank's - Renton,1209 Bronson Way N,Renton,WA,98057,,Recreational
Emerald Haze Cannabis Emporium,2218 Lind Ave SW,Renton,WA,98057,,Recreational
Western Bud Cannabis,14416 Ambaum Blvd SW,Burien,WA,98166,,Recreational
King Cronic,11037 Bridgeport Way SW,Lakewood,WA,98499,,Recreational
Joint Rivers,11037 Bridgeport Way SW,Lakewood,WA,98499,,Recreational
Northwest Cannabis Connection - Lakewood,5501 100th St SW,Lakewood,WA,98499,,Recreational
A Greener Today - Shoreline,14224 Aurora Ave N,Shoreline,WA,98133,,Recreational
The Vault Cannabis,16218 Aurora Ave N,Shoreline,WA,98133,,Recreational
Hashtag Cannabis - Shoreline,145 NE 165th St,Shoreline,WA,98155,,Recreational
Green Theory - Bothell,18028 Bothell Way NE,Bothell,WA,98011,,Recreational
Piece of Mind Cannabis,7516 35th Ave NE,Seattle,WA,98115,,Recreational
Emerald City,2912 1st Ave,Seattle,WA,98121,,Recreational
Cannabis Central,15032 1st Ave S,Burien,WA,98148,,Recreational
Nevermind,2707 1st Ave,Seattle,WA,98121,,Recreational
Ike's Pot Shop - Multiple Locations,Various Locations,Seattle,WA,98105,,Recreational